split,phase,image_id,donor_id,candidate,changed_pixel_mae,clip_target_cosine_advantage,pixcorr_advantage,ssim_advantage
validation,bf16,5683,29400,0,0.2457869236765345,0.26825863122940063,-0.09994585883541572,0.11883764552171705
validation,bf16,5683,29400,1,0.2111401875813801,0.27375197410583496,-0.057165449754914166,0.05086117621656444
validation,bf16,29400,51865,0,0.24738524193857223,0.08377140760421753,0.10535459073604096,-0.027638444973314524
validation,bf16,29400,51865,1,0.257305987987643,0.11174377799034119,0.32891552631067,0.023137754707869967
validation,bf16,51865,37899,0,0.19822968626334003,0.19120237231254578,0.03910408136043622,0.016301272373843434
validation,bf16,51865,37899,1,0.24822858423968538,0.12327808141708374,0.21439885639529757,0.045068523197234506
validation,bf16,37899,33256,0,0.23978728250740403,0.3826838731765747,0.08950509748825575,-0.13016168456782445
validation,bf16,37899,33256,1,0.2572097179936428,0.27085524797439575,0.25753348966523065,-0.05704110310913399
validation,bf16,33256,56963,0,0.11885699103860291,0.06825292110443115,0.07847917330959572,0.1008946407572151
validation,bf16,33256,56963,1,0.1817996355443219,-0.2717215418815613,-0.22286178463963713,0.02008827599407559
validation,bf16,56963,71264,0,0.21788458232006994,-0.12790727615356445,-0.2324786997580547,0.17607541738297006
validation,bf16,56963,71264,1,0.26331266515395213,-0.012609660625457764,0.07235176220542014,0.32962015831912816
validation,bf16,71264,38887,0,0.2121284434997958,-0.02087271213531494,-0.0604920742536422,-0.0679981089846764
validation,bf16,71264,38887,1,0.2662799560945797,0.10502582788467407,-0.23670398329315362,-0.0915291049615154
validation,bf16,38887,59101,0,0.26434060888352734,0.09484946727752686,0.27161755639826624,0.11935517179188954
validation,bf16,38887,59101,1,0.23702002631293406,0.2111964225769043,0.23737871485470535,0.13686600149872802
validation,bf16,59101,29511,0,0.28766573737649354,0.21680164337158203,-0.009033451290903022,-0.07376368311462361
validation,bf16,59101,29511,1,0.29299464506261486,0.11377853155136108,0.1607107642967485,-0.05002774592284506
validation,bf16,29511,58157,0,0.2591023264367596,0.16596809029579163,0.5398898055927068,0.2651777405402963
validation,bf16,29511,58157,1,0.2979234932294857,-0.053910672664642334,0.9404011322644513,0.3419825269302642
validation,bf16,58157,31251,0,0.22476541357102742,0.23741257190704346,0.3003401359590763,0.01654068317219548
validation,bf16,58157,31251,1,0.2605947506973167,0.3620675504207611,0.09558782493174524,0.1313535827280798
validation,bf16,31251,67261,0,0.23137885698306007,0.18323466181755066,-0.028269141322865836,0.03649092376429358
validation,bf16,31251,67261,1,0.1838240180919373,0.013819456100463867,0.026466550093413088,0.061991496798082885
validation,bf16,67261,43211,0,0.23328348795572917,-0.07140076160430908,-0.10572243399137157,-0.1994709758771159
validation,bf16,67261,43211,1,0.21188423306334248,-0.028512954711914062,0.2502192572514547,-0.22601245472386663
validation,fp32,43211,17865,0,0.2895011951720793,-0.0020763278007507324,-0.3976949183229508,-0.017815877996160412
validation,fp32,43211,17865,1,0.2056096095664828,0.17526286840438843,-0.1741744663085509,-0.02170496358881796
validation,fp32,17865,54054,0,0.32135923797009036,0.06876325607299805,1.1065366820003575,0.3677704292657511
validation,fp32,17865,54054,1,0.2988765442293453,0.11876654624938965,0.8182085573816471,0.35352476164099944
validation,fp32,54054,25374,0,0.22864892498340492,-0.026554405689239502,0.17891655464716927,0.026334842517008628
validation,fp32,54054,25374,1,0.20985240562289373,0.007806211709976196,0.062087285749385664,-0.0036188912807506024
validation,fp32,25374,48911,0,0.21181254168741057,0.19824010133743286,0.14189163222063456,-0.04664487265874612
validation,fp32,25374,48911,1,0.1846182131299786,0.07899060845375061,0.15828977071386935,0.03007402652533414
validation,fp32,48911,15191,0,0.19636249916226248,0.12195485830307007,-0.007336938347909463,-0.015589999293970647
